name,performance_clockspeed,performance_turbospeed,performance_cores,performance_threads,efficient_clockspeed,efficient_turbospeed,efficient_cores,efficient_threads,tdp,multithread_rating,single_thread_rating,l1_instruction_cache,l1_data_cache,l2_cache,l3_cache,eff_l1_instruction_cache,eff_l1_data_cache,eff_l2_cache,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,single_thread
intel xeon e 2286m,2.40,5.00,8.0,16.0,,,,,45.00,15099,2729,8 x 32 kb,8 x 32 kb,8 x 256 kb,16 mb,,,,56144.0,34758.0,43.0,29064.0,5491.0,218500.0,839.0,13291.0,2729
amd ryzen 7 pro 4750u,1.70,4.10,8.0,16.0,,,,,15.00,15151,2502,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,56592.0,30612.0,31.0,22316.0,12253.0,199899.0,684.0,12124.0,2502
amd ryzen 5 5560u,2.30,4.00,6.0,12.0,,,,,15.00,15184,2838,6 x 32 kb,6 x 32 kb,6 x 512 kb,8 mb,,,,57460.0,31001.0,37.0,19257.0,11626.0,183342.0,707.0,11999.0,2838
intel core ultra 7 164u,1.10,4.80,2.0,4.0,0.70,3.80,10.0,10.0,9.00,15187,3204,,,,,,,,53142.0,38473.0,63.0,16702.0,10113.0,160862.0,1043.0,10000.0,3204
intel core i9 10980hk,2.40,5.30,8.0,16.0,,,,,45.00,15400,2775,8 x 32 kb,8 x 32 kb,8 x 256 kb,16 mb,,,,54807.0,34592.0,50.0,29242.0,5331.0,228388.0,851.0,14089.0,2775
amd ryzen 5 5600u,2.30,4.20,6.0,12.0,,,,,15.00,15414,2918,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,57834.0,30950.0,48.0,19270.0,11714.0,182156.0,699.0,11876.0,2918
apple m2 8 core,3.50,,4.0,4.0,2.80,,4.0,4.0,,15577,3903,,,,,,,,37014.0,37861.0,175.0,23871.0,9543.0,187193.0,1682.0,7372.0,3903
intel core i5 11400h,2.70,4.50,6.0,12.0,,,,,45.00,15614,2998,6 x 32 kb,6 x 48 kb,6 x 1280 kb,12 mb,,,,53951.0,32469.0,48.0,22724.0,9568.0,195682.0,681.0,13347.0,2998
amd ryzen 5 7430u,2.30,4.30,6.0,12.0,,,,,15.00,15754,2990,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,58630.0,31949.0,47.0,19432.0,11996.0,188080.0,675.0,12516.0,2990
intel core i5 11260h,2.60,4.40,6.0,12.0,,,,,45.00,15757,2932,6 x 32 kb,6 x 48 kb,6 x 1280 kb,12 mb,,,,53408.0,32029.0,50.0,22810.0,9698.0,196973.0,726.0,13476.0,2932
intel xeon w 10885m,2.40,5.30,8.0,16.0,,,,,45.00,15784,2777,8 x 32 kb,8 x 32 kb,8 x 256 kb,16 mb,,,,54752.0,34658.0,56.0,29751.0,5506.0,230410.0,917.0,14114.0,2777
intel core 7 150u,1.80,5.40,2.0,4.0,1.20,4.00,8.0,8.0,15.00,15817,3613,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55241.0,37092.0,60.0,19544.0,10826.0,170422.0,1068.0,9543.0,3613
intel core i9 13900te,1.00,5.00,8.0,16.0,0.80,3.90,16.0,16.0,35.00,15819,2209,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,58747.0,38690.0,113.0,18750.0,11065.0,174413.0,1443.0,10116.0,2209
amd ryzen 7 5700u,1.80,4.30,8.0,16.0,,,,,15.00,15837,2586,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,61028.0,33678.0,29.0,23891.0,12787.0,221752.0,629.0,13665.0,2586
amd ryzen 5 7530u,2.00,4.50,6.0,12.0,,,,,15.00,15941,3107,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,59489.0,31795.0,48.0,20001.0,12183.0,190750.0,682.0,12589.0,3107
intel xeon w 11865mle,1.50,4.50,8.0,16.0,,,,,25.00,15958,2808,8 x 48 kb,8 x 32 kb,8 x 1280 kb,24 mb,,,,74397.0,39279.0,62.0,21823.0,10235.0,160986.0,819.0,9369.0,2808
intel core i5 11500h,2.90,4.60,6.0,12.0,,,,,45.00,15964,3026,6 x 32 kb,6 x 48 kb,6 x 1280 kb,12 mb,,,,56059.0,33512.0,50.0,22687.0,9867.0,198859.0,693.0,13488.0,3026
amd ryzen embedded v2718,1.70,4.20,8.0,16.0,,,,,15.00,16075,2240,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,56636.0,32367.0,33.0,24405.0,13865.0,225208.0,726.0,13906.0,2240
amd ryzen 7 pro 5875u,2.00,4.50,8.0,16.0,,,,,15.00,16078,2866,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,66441.0,35039.0,42.0,20593.0,12416.0,196221.0,660.0,12815.0,2866
intel core i3 1220pe,,4.20,4.0,8.0,,3.10,4.0,4.0,35.00,16146,3474,,,,,,,,53277.0,36844.0,52.0,24092.0,11188.0,168482.0,1215.0,9000.0,3474
intel core i7 11600h,2.90,4.60,6.0,12.0,,,,,45.00,16221,3014,6 x 32 kb,6 x 48 kb,6 x 1280 kb,18 mb,,,,56587.0,33782.0,63.0,22141.0,9988.0,196259.0,715.0,13562.0,3014
intel core i7 10700e,2.90,4.50,8.0,16.0,,,,,65.00,16320,2860,4 x 32 kb,4 x 32 kb,4 x 256 kb,16 mb,,,,58033.0,35866.0,54.0,30668.0,5925.0,236100.0,945.0,14570.0,2860
intel core 5 120u,1.40,5.00,2.0,4.0,0.90,3.80,8.0,8.0,15.00,16540,3754,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58136.0,39922.0,60.0,20728.0,11538.0,182368.0,1021.0,10037.0,3754
amd ryzen 5 6600u,2.90,4.50,6.0,12.0,,,,,25.00,16545,3173,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,60603.0,32770.0,51.0,20247.0,12243.0,191444.0,837.0,12459.0,3173
amd ryzen 5 pro 6650u,2.90,4.50,6.0,12.0,,,,,28.00,16657,3174,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,61042.0,32971.0,52.0,20609.0,12347.0,192570.0,852.0,12368.0,3174
amd ryzen 7 4800u,1.80,4.20,8.0,16.0,,,,,15.00,16683,2568,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,61302.0,34042.0,33.0,25090.0,13798.0,226764.0,730.0,13947.0,2568
amd ryzen embedded v2748,2.90,4.30,8.0,16.0,,,,,54.00,16706,2680,16 x 32 kb,16 x 32 kb,16 x 512 kb,8 mb,,,,64346.0,36572.0,29.0,25957.0,14169.0,245689.0,576.0,15066.0,2680
intel core ultra 7 155u,1.70,4.80,2.0,4.0,1.20,3.80,10.0,10.0,15.00,16772,3461,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59422.0,41983.0,64.0,19805.0,11761.0,182285.0,1106.0,10286.0,3461
amd ryzen 5 7535u,2.90,4.60,6.0,12.0,,,,,28.00,16892,3179,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,61500.0,33719.0,50.0,20752.0,12676.0,199088.0,838.0,13054.0,3179
amd ryzen 7 extreme edition,1.80,4.20,8.0,16.0,,,,,,16903,2457,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,66331.0,36430.0,37.0,24692.0,13790.0,218397.0,784.0,13653.0,2457
amd ryzen 7 pro 5850u,1.90,4.40,8.0,16.0,,,,,15.00,16932,2983,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,69641.0,35874.0,46.0,21467.0,13040.0,201476.0,743.0,12969.0,2983
amd ryzen 5 5600h,3.30,4.20,6.0,12.0,,,,,45.00,16955,2943,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,61007.0,33850.0,49.0,21712.0,13189.0,211300.0,729.0,14584.0,2943
intel core i5 12450h,2.00,4.40,4.0,8.0,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574.0,42166.0,47.0,21655.0,11402.0,205522.0,919.0,12626.0,3378
intel core i7 1260p,2.10,4.70,4.0,8.0,1.50,3.40,8.0,8.0,28.00,17001,3288,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63176.0,42938.0,64.0,20816.0,11399.0,185371.0,1109.0,10629.0,3288
intel core i5 1240p,1.70,4.40,4.0,8.0,1.20,3.30,8.0,8.0,28.00,17033,3263,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63999.0,44482.0,49.0,22170.0,11761.0,197392.0,956.0,11432.0,3263
mocha,2.20,,4.0,4.0,,,,,,1125,722,,,,,,,,4593.0,2549.0,,3873.0,,30045.0,98.0,2718.0,722
amd pro a6-8530b,2.30,3.20,,,,,,,15.00,1127,1149,2 x 32 kb,2 x 96 kb,2 x 1024 kb,,,,,4212.0,2032.0,4.0,1594.0,,14199.0,73.0,591.0,1149
amd e2-6110 apu,1.50,,4.0,4.0,,,,,15.00,1128,474,4 x 32 kb,4 x 32 kb,1 x 2048 kb,,,,,6701.0,1688.0,4.0,2500.0,,18556.0,91.0,577.0,474
intel core2 extreme x7800,2.60,,2.0,2.0,,,,,44.00,1138,1077,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,,,,,,,,,1077
intel atom x5 z8550,1.40,2.40,4.0,4.0,,,,,4.00,1144,666,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,5635.0,1461.0,4.0,3906.0,,27065.0,123.0,549.0,666
intel pentium n3520,2.20,2.40,4.0,4.0,,,,,7.50,1146,663,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,7080.0,1655.0,5.0,4173.0,,30029.0,131.0,450.0,663
amd a6 micro-6500t apu,1.20,,4.0,4.0,,,,,,1146,630,4 x 32 kb,4 x 32 kb,4 x 2048 kb,,,,,,,,,,,,,630
mediatek mt6753t,1.50,,8.0,8.0,,,,,,1149,416,,,,,,,,17729.0,2762.0,4.0,4846.0,,20204.0,75.0,321.0,416
intel core2 duo p9700,2.80,,2.0,2.0,,,,,28.00,1149,1157,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,5212.0,2645.0,10.0,3176.0,,23509.0,144.0,431.0,1157
amd a8-7050,1.80,3.00,,,,,,,15.00,1152,945,2 x 16 kb,2 x 96 kb,2 x 1024 kb,,,,,6813.0,1964.0,5.0,1987.0,,18282.0,101.0,661.0,945
ugoos ut8 board,2.00,,4.0,4.0,,,,,,1152,553,,,,,,,,10889.0,2048.0,3.0,3996.0,1285.0,15641.0,61.0,315.0,553
amd e2-3800 apu,1.30,,4.0,4.0,,,,,15.00,1152,436,4 x 32 kb,4 x 32 kb,4 x 2048 kb,,,,,6402.0,1648.0,5.0,2429.0,,18468.0,95.0,687.0,436
mediatek mt6750v/wt,1.50,,8.0,8.0,,,,,,1153,403,,,,,,,,14677.0,2374.0,5.0,3962.0,,24925.0,91.0,287.0,403
amd qc-4000,1.30,,4.0,4.0,,,,,15.00,1155,449,4 x 32 kb,4 x 32 kb,4 x 2048 kb,,,,,7090.0,1772.0,5.0,2676.0,,19387.0,101.0,729.0,449
intel core i3 370m,2.40,,2.0,4.0,,,,,35.00,1158,975,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,5991.0,2696.0,7.0,3397.0,,25270.0,148.0,671.0,975
mtk6757,2.40,,8.0,8.0,,,,,,1158,709,,,,,,,,18348.0,2854.0,5.0,4793.0,,22922.0,93.0,338.0,709
intel core i3 2312m,2.10,,2.0,4.0,,,,,35.00,1159,902,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,5024.0,2246.0,8.0,3416.0,,23198.0,173.0,959.0,902
arm cortex-a15 8 core,1.40,,8.0,8.0,,,,,,1160,563,,,,,,,,4732.0,2631.0,2.0,3310.0,,28648.0,149.0,698.0,563
rockchip rk3566 hd15 board,1.80,,4.0,4.0,,,,,,1160,546,,,,,,,,11032.0,1749.0,3.0,3963.0,1535.0,14527.0,56.0,319.0,546
mt6757wh,2.40,,8.0,8.0,,,,,,1161,419,,,,,,,,7559.0,3075.0,,6799.0,,22612.0,98.0,3085.0,419
rockchip rk3568,2.00,,4.0,4.0,,,,,,1162,568,,,,,,,,9260.0,1888.0,3.0,4397.0,1447.0,14859.0,62.0,298.0,568
amd a6-5357m apu,2.90,3.50,,,,,,,35.00,1165,1243,2 x 16 kb,2 x 64 kb,2 x 1024 kb,,,,,8619.0,2305.0,5.0,2441.0,,17497.0,115.0,513.0,1243
arm cortex-a57 4 core (duplicate 1),1.70,,4.0,4.0,,,,,,1170,387,,,,,,,,11869.0,3012.0,8.0,4505.0,,8389.0,139.0,674.0,387
intel core2 extreme x9100,3.10,,2.0,2.0,,,,,44.00,1171,1178,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,5040.0,2625.0,10.0,3207.0,,24341.0,143.0,426.0,1178
mediatek mt8766b,2.00,,4.0,4.0,,,,,,1173,568,,,,,,,,10290.0,1739.0,3.0,4146.0,1471.0,17833.0,65.0,353.0,568
mediatek mt6761,2.00,,4.0,4.0,,,,,,1177,539,,,,,,,,10919.0,1761.0,3.0,4106.0,1490.0,17427.0,61.0,298.0,539
intel pentium 3805u,1.90,,2.0,2.0,,,,,15.00,1178,1108,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3825.0,3447.0,9.0,2689.0,,19879.0,146.0,732.0,1108
samsung exynos5433,1.90,,8.0,8.0,,,,,,1178,514,,,,,,,,6173.0,3017.0,,4437.0,,25053.0,138.0,2471.0,514
qualcomm msm8939,1.70,,8.0,8.0,,,,,,1180,415,,,,,,,,14637.0,2505.0,4.0,3395.0,1124.0,21815.0,77.0,261.0,415
intel celeron 3755u,1.70,,2.0,2.0,,,,,15.00,1182,1022,4 x 32 kb,4 x 32 kb,4 x 256 kb,2 mb,,,,,,,,,,,,1022
intel core i7 640um,1.20,2.30,2.0,4.0,,,,,18.00,1183,879,2 x 32 kb,2 x 32 kb,2 x 256 kb,4 mb,,,,4766.0,2126.0,7.0,2465.0,,18992.0,126.0,517.0,879
mediatek mt6750t,1.50,,8.0,8.0,,,,,,1187,468,,,,,,,,15273.0,2465.0,5.0,5006.0,,24531.0,92.0,309.0,468
intel atom z3795,1.60,2.40,4.0,4.0,,,,,4.00,1188,640,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,6499.0,1535.0,5.0,3633.0,,26953.0,126.0,426.0,640
intel core2 duo t9900,3.10,,2.0,2.0,,,,,35.00,1189,1185,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,5545.0,2781.0,10.0,3284.0,,24712.0,143.0,433.0,1185
intel celeron n3150,1.60,2.10,4.0,4.0,,,,,6.00,1189,567,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,6014.0,1336.0,5.0,3446.0,,25535.0,119.0,546.0,567
amd a6-3400m apu,1.40,2.30,4.0,4.0,,,,,35.00,1193,692,4 x 64 kb,4 x 64 kb,4 x 1024 kb,,,,,3152.0,2802.0,8.0,3318.0,,26053.0,145.0,598.0,692
intel pentium n3530,2.20,2.60,4.0,4.0,,,,,7.50,1193,699,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,7452.0,1740.0,5.0,4320.0,,31362.0,129.0,472.0,699
intel celeron 3965y,1.50,,2.0,2.0,,,,,6.00,1194,901,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3102.0,2909.0,8.0,2267.0,,17675.0,141.0,638.0,901
intel celeron n3160,1.60,2.20,4.0,4.0,,,,,6.00,1196,566,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,5773.0,1421.0,4.0,3409.0,,26379.0,121.0,558.0,566
intel core i7 680um,1.50,2.50,2.0,4.0,,,,,18.00,1196,911,4 x 32 kb,4 x 32 kb,4 x 256 kb,4 mb,,,,5289.0,2497.0,7.0,2740.0,,20653.0,113.0,564.0,911
roc-rk3568-pc hdmi (android),2.00,,4.0,4.0,,,,,,1197,551,,,,,,,,11788.0,2065.0,2.0,4120.0,1545.0,15992.0,64.0,307.0,551
arm cortex-a15 4 core (duplicate 1),1.50,,4.0,8.0,,,,,,1304,594,,,,,,,,5736.0,3102.0,2.0,3555.0,,31554.0,162.0,795.0,594
intel celeron j3355,2.00,2.50,2.0,2.0,,,,,10.00,1197,826,16 x 32 kb,16 x 24 kb,4 x 1024 kb,,,,,5336.0,1561.0,4.0,2420.0,,17183.0,93.0,508.0,826
intel core i3 380m,2.50,,2.0,4.0,,,,,35.00,1199,1018,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,6280.0,2785.0,8.0,3485.0,,25964.0,149.0,707.0,1018
mt8175b,2.00,,4.0,4.0,,,,,,1199,554,,,,,,,,11656.0,1889.0,3.0,3181.0,1391.0,18446.0,54.0,311.0,554
intel pentium n3540,2.20,2.70,4.0,4.0,,,,,7.50,1202,707,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,7609.0,1785.0,5.0,4363.0,,31823.0,125.0,483.0,707
intel core i5 430m,2.30,2.50,2.0,4.0,,,,,35.00,1206,982,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,6291.0,2819.0,8.0,3570.0,,25630.0,156.0,700.0,982
amd a4-9125,2.30,2.60,,,,,,,15.00,1210,1041,2 x 32 kb,2 x 96 kb,2 x 1024 kb,,,,,6133.0,1923.0,5.0,2138.0,,19195.0,101.0,690.0,1041
intel pentium a1018,2.10,,2.0,2.0,,,,,35.00,1210,1085,2 x 32 kb,2 x 32 kb,2 x 256 kb,1 mb,,,,4591.0,3299.0,9.0,2931.0,,21543.0,151.0,857.0,1085
mediatek mt8365,2.00,,4.0,4.0,,,,,,1214,565,,,,,,,,10876.0,1831.0,4.0,4178.0,1455.0,18093.0,70.0,292.0,565
amd r-272f apu,2.70,3.20,,,,,,,35.00,1215,1087,2 x 16 kb,2 x 64 kb,2 x 1024 kb,,,,,,,,,,,,,1087
intel core2 duo t9800,2.90,,2.0,2.0,,,,,35.00,1216,1236,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,5595.0,2777.0,11.0,3368.0,,25053.0,149.0,444.0,1236
amd ryzen embedded v3c18i,1.90,3.80,8.0,16.0,,,,,15.00,17053,2836,16 mb,,,,,,,69477.0,34191.0,53.0,23860.0,13065.0,185976.0,1249.0,9663.0,2836
amd ryzen 7 4850u mobile,1.70,4.10,8.0,16.0,,,,,15.00,17110,2661,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,61027.0,34312.0,36.0,25108.0,13820.0,228739.0,725.0,14371.0,2661
intel core i7 12700te,1.40,4.60,8.0,16.0,1.00,3.40,4.0,4.0,35.00,17189,2875,8 x 32 kb,8 x 48 kb,8 x 1280 kb,25 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,76489.0,50301.0,61.0,21022.0,10596.0,198005.0,940.0,13366.0,2875
apple m1 pro 8 core,3.20,,6.0,6.0,2.10,,2.0,2.0,,17200,3768,,,,,,,,35454.0,48400.0,225.0,24960.0,9468.0,209009.0,2367.0,9282.0,3768
intel core i7 1270p,2.20,4.80,4.0,8.0,1.60,3.50,8.0,8.0,28.00,17444,3400,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,64540.0,44244.0,67.0,21263.0,11610.0,190526.0,1145.0,10875.0,3400
intel core ultra 5 125u,1.30,4.30,2.0,4.0,0.80,3.60,10.0,10.0,15.00,17469,3331,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57699.0,41999.0,63.0,21480.0,12366.0,197659.0,1112.0,11410.0,3331
amd ryzen 7 4980u microsoft surface edition,2.00,4.40,8.0,16.0,,,,,15.00,17469,2752,,,,,,,,66937.0,39717.0,29.0,28523.0,14601.0,253188.0,624.0,13666.0,2752
intel xeon w 11555mre,2.60,4.50,6.0,12.0,,,,,45.00,17484,3201,,,,,,,,58822.0,30672.0,48.0,29285.0,13015.0,221317.0,795.0,12406.0,3201
amd ryzen 5 pro 7535u,2.90,4.60,6.0,12.0,,,,,28.00,17571,3266,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,64146.0,35261.0,53.0,21077.0,13136.0,205406.0,891.0,13545.0,3266
intel core ultra 5 135u,1.60,4.40,2.0,4.0,3.60,3.60,10.0,10.0,28.00,17610,3389,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,57641.0,41847.0,64.0,21529.0,12486.0,201498.0,1137.0,11365.0,3389
intel core ultra 7 165u,1.70,4.90,2.0,4.0,1.20,3.80,10.0,10.0,15.00,17721,3437,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59936.0,42618.0,68.0,21666.0,12490.0,196090.0,1180.0,11105.0,3437
intel core i7 1270pe,,4.50,4.0,8.0,,3.30,8.0,8.0,28.00,17960,3715,,,,,,,,73871.0,42771.0,59.0,25158.0,12757.0,184698.0,1111.0,9457.0,3715
amd ryzen 5 pro 8540u,4.90,3.20,6.0,12.0,,,,,28.00,18084,3523,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,56081.0,34467.0,66.0,24250.0,12427.0,206693.0,970.0,15452.0,3523
intel xeon w 11855m,3.20,4.90,6.0,12.0,,,,,45.00,18129,3252,6 x 32 kb,6 x 48 kb,6 x 1280 kb,18 mb,,,,60045.0,35646.0,86.0,24853.0,10661.0,205247.0,1057.0,13652.0,3252
amd ryzen 5 pro 7540u,3.20,4.90,6.0,12.0,,,,,30.00,18215,3554,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,57758.0,36134.0,71.0,22823.0,12330.0,206724.0,996.0,14817.0,3554
amd ryzen 5 6600hs creator edition,3.30,4.50,6.0,12.0,,,,,35.00,18261,3095,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,64197.0,35906.0,54.0,22790.0,13894.0,220843.0,889.0,14961.0,3095
amd ryzen 7 5825u,2.00,4.50,8.0,16.0,,,,,15.00,18321,3057,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74969.0,39259.0,46.0,24040.0,14439.0,227114.0,740.0,14744.0,3057
amd ryzen 7 4800hs,2.90,4.20,8.0,16.0,,,,,45.00,18321,2574,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,63699.0,36995.0,35.0,28541.0,15601.0,258795.0,803.0,16253.0,2574
intel core i5 13420h,2.10,4.60,4.0,8.0,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230.0,44538.0,55.0,22904.0,12239.0,223190.0,1069.0,13755.0,3444
intel core i5 1250pe,,4.40,4.0,8.0,,3.20,8.0,8.0,28.00,18365,2939,8 x 32 kb,8 x 64 kb,2 x 2048 kb,12 mb,,,,65542.0,46360.0,55.0,24183.0,12612.0,207087.0,1080.0,12611.0,2939
amd ryzen 5 7535hs,3.30,4.60,6.0,12.0,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884.0,36335.0,50.0,23108.0,14102.0,228551.0,870.0,15935.0,3171
amd ryzen 7 5800u,1.90,4.40,8.0,16.0,,,,,15.00,18381,3028,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74407.0,39036.0,48.0,23459.0,14405.0,224732.0,773.0,14621.0,3028
amd ryzen 7 4800h,2.90,4.20,8.0,16.0,,,,,45.00,18471,2611,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,64697.0,37706.0,34.0,29658.0,15861.0,273470.0,762.0,17298.0,2611
amd ryzen 7 7730u,2.00,4.50,8.0,16.0,,,,,15.00,18541,3058,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74552.0,39208.0,47.0,24158.0,14778.0,230118.0,787.0,14879.0,3058
intel xeon w 1270e,3.40,4.80,8.0,16.0,,,,,80.00,18635,2990,,,,,,,,60817.0,38916.0,63.0,35789.0,7292.0,272275.0,1069.0,16684.0,2990
intel core i5 12450hx,,4.40,4.0,8.0,,3.10,4.0,4.0,148.00,18688,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57744.0,43500.0,58.0,23296.0,12278.0,222492.0,1189.0,13983.0,3397
amd ryzen 5 6600h,3.30,4.50,6.0,12.0,,,,,45.00,18718,3186,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,65418.0,36862.0,52.0,23916.0,14368.0,231419.0,888.0,15962.0,3186
amd ryzen 5 8540u,3.20,4.90,6.0,12.0,,,,,28.00,18743,3717,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,58800.0,35746.0,73.0,24323.0,12511.0,215644.0,1066.0,15443.0,3717
amd ryzen 5 7540u,3.20,4.90,6.0,12.0,,,,,28.00,18743,3617,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,61175.0,36940.0,66.0,24210.0,12639.0,212151.0,979.0,15460.0,3617
intel core i5 1340p,1.90,4.60,4.0,8.0,1.90,3.40,8.0,8.0,28.00,18801,3511,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69786.0,48305.0,59.0,23738.0,12885.0,215792.0,1088.0,12419.0,3511
intel core i7 11850he,2.10,4.70,8.0,16.0,,,,,35.00,18899,3001,8 x 32 kb,8 x 48 kb,8 x 1280 kb,24 mb,,,,69719.0,38813.0,76.0,27691.0,13463.0,233256.0,828.0,14177.0,3001
amd ryzen 5 pro 6650h,3.30,4.50,6.0,12.0,,,,,45.00,18928,3214,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,65814.0,36991.0,57.0,24278.0,14243.0,228961.0,896.0,15732.0,3214
amd ryzen z1,3.20,4.90,6.0,12.0,,,,,30.00,18933,3756,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,60616.0,37081.0,68.0,23995.0,12682.0,215493.0,977.0,16170.0,3756
amd ryzen 9 4900hs,3.00,4.30,8.0,16.0,,,,,35.00,18943,2594,8 x 32 kb,8 x 32 kb,8 x 512 kb,8 mb,,,,64244.0,37331.0,37.0,29781.0,16317.0,270088.0,834.0,17059.0,2594
intel core i7 1360p,2.20,5.00,4.0,8.0,1.60,3.70,8.0,8.0,28.00,18986,3505,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69519.0,47136.0,79.0,22894.0,12772.0,207835.0,1291.0,11789.0,3505
amd ryzen 7 pro 7730u,2.00,4.50,8.0,16.0,,,,,15.00,19014,3076,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,75505.0,40387.0,51.0,24778.0,14873.0,231758.0,815.0,14952.0,3076
intel core i5 1350p,1.90,4.70,4.0,8.0,1.90,3.50,8.0,8.0,28.00,19065,3627,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,71872.0,49360.0,58.0,23749.0,13073.0,214527.0,1083.0,12423.0,3627
